"","X","Year","Company","Vineyard","Treatment","Rep","TreatmentAge","ShootCt","ClusterCt","FFNS","ShootMCane","ShootFtCane","ClusterMCane","ClusterFtCane","ShootCt.1","PreClusterCt","PostClusterCt","PercThin","FFNS.1","ShootMRow","ShootFtRow","ShootMCane.1","ShootFtCane.1","PreClMRow","PreClFtRow","PreClMCane","PreClFtCane","PostClMRow","PostClFtRow","PostClMCane","PostClFtCane","LeafN","LeafP","LeafK","LeafCa","LeafMg","LeafB","LeafCu","LeafFe","LeafMn","LeafZn","LeafNa","PetN","PetP","PetK","PetCa","PetMg","PetB","PetCu","PetFe","PetMn","PetZn","PetNa","TSS","pH","TA","ammoniaN","aaN","YAN","HarvestDate","ClusterCt.1","ClusterWt","Yield","KgMRow","LbFtRow","KgMCane","LbFtCane","ClusterMRow","ClusterFtRow","ClusterMCane.1","ClusterFtCane.1","ShootCt.2","PW","Canewt","PWMRow","PWFtRow","PWMCane","PWFtCane","ShootMRow.1","ShootFtRow.1","ShootMCane.2","ShootFtCane.2","Ravaz","anthos.std","tannins.std","phenolics.std","grid_num","ID","Y_Tavg","Y_Tmin","Y_Tmax","Y_Pr","GS_Tavg","GS_Tmin","GS_Tmax","GS_Pr","GS_Hug","GS_Gdd","DS_Pr","DS_Pr2mm","BB_Tavg","BB_Tmin","BB_Tmax","BB_Pr","BB_Tmin0C","FLO_Tavg","FLO_Tmin","FLO_Tmax","FLO_Pr","FLO_Pr2mm","FLO_Tmax35C","VER_Tavg","VER_Tmin","VER_Tmax","VER_Pr","VER_Tmax35C","H_Tavg","H_Tmin","H_Tmax","H_Pr","H_Pr2mm","H_Tmax35C","DEC_Y_Tavg","DEC_Y_Tmin","DEC_Y_Tmax","DEC_Y_Pr","DEC_GS_Tavg","DEC_GS_Tmin","DEC_GS_Tmax","DEC_GS_Pr","DEC_GS_Hug","DEC_GS_Gdd","DEC_DS_Pr","DEC_DS_Pr2mm","GS_Etp","BB_Etp","FLO_Etp","VER_Etp","H_Etp","DEC_GS_Etp","BB_B_Hu","B_V_Hu","V_H_Hu","BB_H_Hu","GS_XL_Hu","BB_B_nDays","B_V_nDays","V_H_nDays","BB_H_nDays","INI_Tavg","INI_Tmin","INI_Tmax","INI_Ra_net","INI_Pr","FLO_Ra_net","VER_Water_deficit","lon","lat","Rootstock"
"376",368,2020,"DomSer","JerHill","1cls",3,8,14.6,27.3,1.88,9.61,2.92,17.96,5.46,16,31.3,14.2,54.63,0.89,10.53,3.2,10.53,3.2,20.59,6.26,20.59,6.26,9.34,2.84,9.34,2.84,2.67,0.375,1.06,2.32,0.22,43,9,76,157,22.6,0.009,0.36,0.612,2.81,2.06,0.524,29.8,6.75,33.4,330,67,0.0216,23.8,3.54,5.85,76.36,34.78,111.15,44110,14.5,97.03,1.41,0.93,0.62,0.93,0.62,9.54,2.9,9.54,2.9,15.8,0.69,50.53,0.45,0.3,0.45,0.3,10.39,3.16,10.39,3.16,2.04,980.2440062,152.6760563,1132.920062,1303,1303,11.9770581,6.303425288,17.65069091,957.6442886,15.8148792,9.007692102,22.6220663,281.6972698,2738.911202,1296.465137,136.1347331,20,13.40699469,7.524468531,19.28952084,132.5244577,0,16.9909111,10.92260638,23.05921582,29.09584554,6,0,19.84051849,11.64344805,28.03758893,2.877630449,4,18.35532916,11.06361224,25.64704609,54.40545361,4,1,12.10019369,6.428065959,17.77232143,1078.407926,16.06806702,9.07833945,23.05779458,343.1925078,2823.170141,1335.047993,86.48647041,12.6,835.6978462,206.4321678,95.22151503,292.4574566,164.623344,864.4133656,248.4187722,611.7671637,367.6344832,1206.798503,1296.465137,66,63,44,171,17.09716773,9.480792717,24.71354275,22.43173048,2.046174288,417.7192135,289.5798261,-123.095906588567,45.081411793479,"101_14"
"377",369,2020,"FHF","JohnsonSchool ","1cls",1,3,18.1,31.35,1.74,11.91,3.62,20.63,6.27,18.6,31.3,18,42.49,0.97,12.24,3.72,12.24,3.72,20.59,6.26,20.59,6.26,11.84,3.6,11.84,3.6,1.93,0.305,1.07,3.32,0.093,31.6,11,46,165,34.6,0.009,0.37,0.396,2.71,2.6,0.246,28.5,8.12,24.9,228,61.6,0.0174,24.2,3.51,6.6,39.63,7.02,46.65,44109,18.3,80.05,1.47,0.97,0.65,0.97,0.65,12.04,3.66,12.04,3.66,18.4,0.68,41.54,0.45,0.3,0.45,0.3,12.11,3.68,12.11,3.68,2.15,989.8710579,233.3774834,1223.248541,1257,1257,11.64948132,6.343570934,16.95539171,1016.304353,15.6642807,9.299890223,22.02867118,269.0163046,2649.150431,1269.855554,124.6031732,24,13.42311724,7.695247112,19.15098737,115.1943351,0,16.6647792,10.87846463,22.45109377,23.64531576,6,0,19.64546283,12.00386179,27.28706386,10.30653599,4,18.3082752,11.77799,24.83856041,54.31877446,5,0,11.71763581,6.46605511,16.9692165,1166.805809,15.87240191,9.390759436,22.35404438,345.0614338,2707.548336,1300.147143,85.61965536,13.6,802.3993565,208.226504,92.17280545,277.1027346,152.4071902,827.1317304,246.9053147,595.8789389,365.564109,1193.751117,1269.855554,67,63,44,172,16.91893202,10.11362898,23.72423507,21.22209783,2.0095012,407.1224526,266.7961986,-123.033686263716,45.4703029184549,"RIPG"
"378",370,2020,"FHF","JohnsonSchool ","1cls",2,3,16.6,30.4,1.83,10.92,3.32,20,6.08,14.9,26.7,15.6,41.57,1.05,9.8,2.98,9.8,2.98,17.57,5.34,17.57,5.34,10.26,3.12,10.26,3.12,2.1,0.247,1.17,3.03,0.127,26.1,8,55,197,35.9,0.01,0.39,0.416,3.03,2.27,0.28,25.2,4.4,17,366,80.5,0.0161,24.3,3.4,7.5,44.15,34.09,78.23,44109,16.1,81.25,1.31,0.86,0.58,0.86,0.58,10.59,3.22,10.59,3.22,17.44,0.76,50.76,0.5,0.34,0.5,0.34,11.48,3.49,11.48,3.49,1.73,999.4981097,172.4503311,1171.948441,1257,1257,11.64948132,6.343570934,16.95539171,1016.304353,15.6642807,9.299890223,22.02867118,269.0163046,2649.150431,1269.855554,124.6031732,24,13.42311724,7.695247112,19.15098737,115.1943351,0,16.6647792,10.87846463,22.45109377,23.64531576,6,0,19.64546283,12.00386179,27.28706386,10.30653599,4,18.3082752,11.77799,24.83856041,54.31877446,5,0,11.71763581,6.46605511,16.9692165,1166.805809,15.87240191,9.390759436,22.35404438,345.0614338,2707.548336,1300.147143,85.61965536,13.6,802.3993565,208.226504,92.17280545,277.1027346,152.4071902,827.1317304,246.9053147,595.8789389,365.564109,1193.751117,1269.855554,67,63,44,172,16.91893202,10.11362898,23.72423507,21.22209783,2.0095012,407.1224526,266.7961986,-123.033686263716,45.4703029184549,"RIPG"
"379",371,2020,"FHF","JohnsonSchool ","1cls",3,3,18.35,33.95,1.85,12.07,3.67,22.34,6.79,18.2,30.6,18.1,40.85,0.99,11.97,3.64,11.97,3.64,20.13,6.12,20.13,6.12,11.91,3.62,11.91,3.62,1.65,0.443,1.16,2.64,0.054,23,9,45,130,25.8,0.009,0.35,0.52,2.56,2.46,0.251,26.2,6.29,20.2,148,69.4,0.0175,24.6,3.41,7.65,49.88,23.49,73.36,44109,18,78.24,1.41,0.93,0.62,0.93,0.62,11.84,3.6,11.84,3.6,18.9,0.55,32.88,0.36,0.24,0.36,0.24,12.43,3.78,12.43,3.78,2.56,919.2726782,157.218543,1076.491221,1257,1257,11.64948132,6.343570934,16.95539171,1016.304353,15.6642807,9.299890223,22.02867118,269.0163046,2649.150431,1269.855554,124.6031732,24,13.42311724,7.695247112,19.15098737,115.1943351,0,16.6647792,10.87846463,22.45109377,23.64531576,6,0,19.64546283,12.00386179,27.28706386,10.30653599,4,18.3082752,11.77799,24.83856041,54.31877446,5,0,11.71763581,6.46605511,16.9692165,1166.805809,15.87240191,9.390759436,22.35404438,345.0614338,2707.548336,1300.147143,85.61965536,13.6,802.3993565,208.226504,92.17280545,277.1027346,152.4071902,827.1317304,246.9053147,595.8789389,365.564109,1193.751117,1269.855554,67,63,44,172,16.91893202,10.11362898,23.72423507,21.22209783,2.0095012,407.1224526,266.7961986,-123.033686263716,45.4703029184549,"RIPG"
"380",372,2020,"FHF","JohnsonSchool ","2cls",1,3,17.65,32.75,1.85,11.61,3.53,21.55,6.55,17.5,31.4,27.9,11.15,1.59,11.51,3.5,11.51,3.5,20.66,6.28,20.66,6.28,18.36,5.58,18.36,5.58,1.91,0.168,1.03,2.68,0.093,22.6,8,47,178,24.6,0.013,0.37,0.263,2.88,2.24,0.289,26.1,5.37,19.5,356,64.5,0.0216,25,3.43,7.35,52.2,10.3,62.5,44109,28.3,75.1,2.14,1.41,0.94,1.41,0.94,18.62,5.66,18.62,5.66,18.4,0.7,42.93,0.46,0.31,0.46,0.31,12.11,3.68,12.11,3.68,3.04,935.3177645,98.2781457,1033.59591,1257,1257,11.64948132,6.343570934,16.95539171,1016.304353,15.6642807,9.299890223,22.02867118,269.0163046,2649.150431,1269.855554,124.6031732,24,13.42311724,7.695247112,19.15098737,115.1943351,0,16.6647792,10.87846463,22.45109377,23.64531576,6,0,19.64546283,12.00386179,27.28706386,10.30653599,4,18.3082752,11.77799,24.83856041,54.31877446,5,0,11.71763581,6.46605511,16.9692165,1166.805809,15.87240191,9.390759436,22.35404438,345.0614338,2707.548336,1300.147143,85.61965536,13.6,802.3993565,208.226504,92.17280545,277.1027346,152.4071902,827.1317304,246.9053147,595.8789389,365.564109,1193.751117,1269.855554,67,63,44,172,16.91893202,10.11362898,23.72423507,21.22209783,2.0095012,407.1224526,266.7961986,-123.033686263716,45.4703029184549,"RIPG"
"381",373,2020,"FHF","JohnsonSchool ","2cls",2,3,17.85,34.15,1.91,11.74,3.57,22.47,6.83,18.1,33.8,30.6,9.47,1.69,11.91,3.62,11.91,3.62,22.24,6.76,22.24,6.76,20.13,6.12,20.13,6.12,2.11,0.308,1.06,2.77,0.088,25.6,10,55,184,26.3,0.016,0.4,0.484,2.82,2.44,0.317,27.1,9,20,342,68.5,0.022,25.1,3.39,7.54,41.46,21.58,63.04,44109,29.9,74.47,2.21,1.45,0.97,1.45,0.97,19.67,5.98,19.67,5.98,18.5,0.61,37.88,0.4,0.27,0.4,0.27,12.17,3.7,12.17,3.7,3.63,935.3177645,169.1390728,1104.456837,1257,1257,11.64948132,6.343570934,16.95539171,1016.304353,15.6642807,9.299890223,22.02867118,269.0163046,2649.150431,1269.855554,124.6031732,24,13.42311724,7.695247112,19.15098737,115.1943351,0,16.6647792,10.87846463,22.45109377,23.64531576,6,0,19.64546283,12.00386179,27.28706386,10.30653599,4,18.3082752,11.77799,24.83856041,54.31877446,5,0,11.71763581,6.46605511,16.9692165,1166.805809,15.87240191,9.390759436,22.35404438,345.0614338,2707.548336,1300.147143,85.61965536,13.6,802.3993565,208.226504,92.17280545,277.1027346,152.4071902,827.1317304,246.9053147,595.8789389,365.564109,1193.751117,1269.855554,67,63,44,172,16.91893202,10.11362898,23.72423507,21.22209783,2.0095012,407.1224526,266.7961986,-123.033686263716,45.4703029184549,"RIPG"
"382",374,2020,"FHF","JohnsonSchool ","2cls",3,3,18.65,34.95,1.87,12.27,3.73,22.99,6.99,18.6,34.3,31,9.62,1.67,12.24,3.72,12.24,3.72,22.57,6.86,22.57,6.86,20.39,6.2,20.39,6.2,1.81,0.277,1.33,2.16,0.059,31.7,9,58,115,28.9,0.014,0.38,0.412,2.58,1.9,0.266,27.5,8.42,20.8,145,62.5,0.0232,25.4,3.39,7.69,58.78,29.69,88.47,44109,30.89,81.12,2.5,1.65,1.1,1.65,1.1,20.32,6.18,20.32,6.18,19.56,0.51,29.39,0.34,0.23,0.34,0.23,12.87,3.91,12.87,3.91,4.89,749.1947632,138.6754967,887.8702599,1257,1257,11.64948132,6.343570934,16.95539171,1016.304353,15.6642807,9.299890223,22.02867118,269.0163046,2649.150431,1269.855554,124.6031732,24,13.42311724,7.695247112,19.15098737,115.1943351,0,16.6647792,10.87846463,22.45109377,23.64531576,6,0,19.64546283,12.00386179,27.28706386,10.30653599,4,18.3082752,11.77799,24.83856041,54.31877446,5,0,11.71763581,6.46605511,16.9692165,1166.805809,15.87240191,9.390759436,22.35404438,345.0614338,2707.548336,1300.147143,85.61965536,13.6,802.3993565,208.226504,92.17280545,277.1027346,152.4071902,827.1317304,246.9053147,595.8789389,365.564109,1193.751117,1269.855554,67,63,44,172,16.91893202,10.11362898,23.72423507,21.22209783,2.0095012,407.1224526,266.7961986,-123.033686263716,45.4703029184549,"RIPG"
"383",375,2020,"JFW","GranMor","1cls",1,5,12,22,1.83,12,3.64,22,6.67,12,21.5,10.9,49.3,0.91,12,3.66,12,3.66,21.5,6.55,21.5,6.55,10.9,3.32,10.9,3.32,2.24,0.256,1.21,1.95,0.187,20.6,11,70,176,21.4,0.006,0.49,0.364,2.39,1.65,0.53,21.9,5,17,351,47.4,0.008,23.7,3.44,6.6,79.71,41.81,121.52,44104,9.8,56.91,0.62,0.62,0.42,0.62,0.42,9.8,2.99,9.8,2.99,11.2,0.49,47.98,0.49,0.33,0.49,0.33,11.2,3.41,11.2,3.41,1.28,1076.514524,150.7741935,1227.288718,1528,1528,11.93233053,6.554791734,17.30986933,1260.979497,15.84344435,9.331189107,22.3556996,299.1599844,2715.169977,1300.816214,132.2892638,19,13.35344359,7.600755707,19.10613148,122.0853619,0,16.67885826,10.62976466,22.72795185,38.86646727,7,0,19.81396643,12.00131361,27.62661926,4.481455955,3,18.46975823,11.61972162,25.31979485,62.24893151,6,1,12.05065054,6.709120694,17.39218039,1368.363621,16.05845008,9.416104664,22.70079549,383.6280943,2783.006866,1334.181164,89.39372591,12.3,820.8507478,207.7205352,93.48569397,285.650511,160.7735049,845.1695406,244.695136,609.2466215,372.6693623,1206.043188,1300.816214,67,63,44,172,16.88947109,9.678455936,24.10048624,21.85044944,1.357135542,417.7343488,281.169055,-123.251129970951,45.2923589476626,"101_14"
"384",376,2020,"JFW","GranMor","1cls",2,5,10.8,14.6,1.33,10.8,3.27,14.6,4.42,9.8,13.9,8,42.45,0.82,9.8,2.99,9.8,2.99,13.9,4.24,13.9,4.24,8,2.44,8,2.44,2.5,0.22,1.18,2.28,0.242,27.2,9,77,257,35.3,0.007,0.54,0.312,2.01,1.58,0.53,23.1,5,18,455,58.3,0.01,24,3.45,6.53,121.9,73.28,195.18,44104,7.6,77.36,0.58,0.58,0.39,0.58,0.39,7.6,2.32,7.6,2.32,9.9,0.52,60.3,0.52,0.35,0.52,0.35,9.9,3.02,9.9,3.02,1.11,1214.502266,196.5806452,1411.082911,1528,1528,11.93233053,6.554791734,17.30986933,1260.979497,15.84344435,9.331189107,22.3556996,299.1599844,2715.169977,1300.816214,132.2892638,19,13.35344359,7.600755707,19.10613148,122.0853619,0,16.67885826,10.62976466,22.72795185,38.86646727,7,0,19.81396643,12.00131361,27.62661926,4.481455955,3,18.46975823,11.61972162,25.31979485,62.24893151,6,1,12.05065054,6.709120694,17.39218039,1368.363621,16.05845008,9.416104664,22.70079549,383.6280943,2783.006866,1334.181164,89.39372591,12.3,820.8507478,207.7205352,93.48569397,285.650511,160.7735049,845.1695406,244.695136,609.2466215,372.6693623,1206.043188,1300.816214,67,63,44,172,16.88947109,9.678455936,24.10048624,21.85044944,1.357135542,417.7343488,281.169055,-123.251129970951,45.2923589476626,"101_14"
"385",377,2020,"JFW","GranMor","1cls",3,5,11.1,17.7,1.56,11.1,3.36,17.7,5.36,11.4,18.7,9.5,49.2,0.83,11.4,3.48,11.4,3.48,18.7,5.7,18.7,5.7,9.5,2.9,9.5,2.9,2.28,0.275,1.39,2.52,0.166,24.4,12,73,199,29.7,0.006,0.52,0.396,3.81,1.81,0.404,22.7,5,17,272,80.1,0.009,24.3,3.54,6.3,111.9,49.4,161.3,44104,9.4,72.81,0.69,0.69,0.46,0.69,0.46,9.4,2.87,9.4,2.87,10,0.72,80.11,0.72,0.48,0.72,0.48,10,3.05,10,3.05,0.95,964.1989198,134,1098.19892,1528,1528,11.93233053,6.554791734,17.30986933,1260.979497,15.84344435,9.331189107,22.3556996,299.1599844,2715.169977,1300.816214,132.2892638,19,13.35344359,7.600755707,19.10613148,122.0853619,0,16.67885826,10.62976466,22.72795185,38.86646727,7,0,19.81396643,12.00131361,27.62661926,4.481455955,3,18.46975823,11.61972162,25.31979485,62.24893151,6,1,12.05065054,6.709120694,17.39218039,1368.363621,16.05845008,9.416104664,22.70079549,383.6280943,2783.006866,1334.181164,89.39372591,12.3,820.8507478,207.7205352,93.48569397,285.650511,160.7735049,845.1695406,244.695136,609.2466215,372.6693623,1206.043188,1300.816214,67,63,44,172,16.88947109,9.678455936,24.10048624,21.85044944,1.357135542,417.7343488,281.169055,-123.251129970951,45.2923589476626,"101_14"
"386",378,2020,"JFW","GranMor","2cls",1,5,10.9,18.7,1.71,10.9,3.3,18.7,5.67,10.1,17.7,15,15.25,1.49,10.1,3.08,10.1,3.08,17.7,5.4,17.7,5.4,15,4.57,15,4.57,2.34,0.292,1.19,1.88,0.161,23,10,73,171,17.2,0.005,0.52,0.425,2.32,1.66,0.512,22.2,5,18,311,46.1,0.007,23.5,3.35,6.75,113.24,52.64,165.88,44104,14.7,69.46,1.06,1.06,0.71,1.06,0.71,14.7,4.48,14.7,4.48,9.3,0.55,66.19,0.55,0.37,0.55,0.37,9.3,2.84,9.3,2.84,1.92,877.5554538,166.9032258,1044.45868,1528,1528,11.93233053,6.554791734,17.30986933,1260.979497,15.84344435,9.331189107,22.3556996,299.1599844,2715.169977,1300.816214,132.2892638,19,13.35344359,7.600755707,19.10613148,122.0853619,0,16.67885826,10.62976466,22.72795185,38.86646727,7,0,19.81396643,12.00131361,27.62661926,4.481455955,3,18.46975823,11.61972162,25.31979485,62.24893151,6,1,12.05065054,6.709120694,17.39218039,1368.363621,16.05845008,9.416104664,22.70079549,383.6280943,2783.006866,1334.181164,89.39372591,12.3,820.8507478,207.7205352,93.48569397,285.650511,160.7735049,845.1695406,244.695136,609.2466215,372.6693623,1206.043188,1300.816214,67,63,44,172,16.88947109,9.678455936,24.10048624,21.85044944,1.357135542,417.7343488,281.169055,-123.251129970951,45.2923589476626,"101_14"
"387",379,2020,"JFW","GranMor","2cls",2,5,10.5,13.4,1.27,10.5,3.18,13.4,4.06,9,12.8,12,6.25,1.33,9,2.74,9,2.74,12.8,3.9,12.8,3.9,12,3.66,12,3.66,2.25,0.25,1.12,2.05,0.234,26.8,10,70,242,26.1,0.007,0.53,0.38,2.17,1.61,0.602,25.1,5,20,419,60,0.011,23.1,3.4,7.05,125.93,61.48,187.41,44104,11.9,54.99,0.65,0.65,0.43,0.65,0.43,11.9,3.63,11.9,3.63,9.7,0.38,44.45,0.38,0.26,0.38,0.26,9.7,2.96,9.7,2.96,1.69,1220.920301,182.3870968,1403.307398,1528,1528,11.93233053,6.554791734,17.30986933,1260.979497,15.84344435,9.331189107,22.3556996,299.1599844,2715.169977,1300.816214,132.2892638,19,13.35344359,7.600755707,19.10613148,122.0853619,0,16.67885826,10.62976466,22.72795185,38.86646727,7,0,19.81396643,12.00131361,27.62661926,4.481455955,3,18.46975823,11.61972162,25.31979485,62.24893151,6,1,12.05065054,6.709120694,17.39218039,1368.363621,16.05845008,9.416104664,22.70079549,383.6280943,2783.006866,1334.181164,89.39372591,12.3,820.8507478,207.7205352,93.48569397,285.650511,160.7735049,845.1695406,244.695136,609.2466215,372.6693623,1206.043188,1300.816214,67,63,44,172,16.88947109,9.678455936,24.10048624,21.85044944,1.357135542,417.7343488,281.169055,-123.251129970951,45.2923589476626,"101_14"
"388",380,2020,"JFW","GranMor","2cls",3,5,13,22.3,1.69,13,3.94,22.3,6.76,12,21.7,15.4,29.03,1.28,12,3.66,12,3.66,21.7,6.62,21.7,6.62,15.4,4.7,15.4,4.7,2.5,0.229,1.29,2.25,0.166,21.8,12,71,209,20.4,0.006,0.53,0.39,3.35,1.74,0.45,22.6,5,17,323,70.2,0.007,23.2,3.4,6.9,97.76,55.58,153.34,44104,15,67.94,1.04,1.04,0.7,1.04,0.7,15,4.57,15,4.57,11.4,0.65,61.35,0.65,0.43,0.65,0.43,11.4,3.48,11.4,3.48,1.62,704.2685216,149.483871,853.7523925,1528,1528,11.93233053,6.554791734,17.30986933,1260.979497,15.84344435,9.331189107,22.3556996,299.1599844,2715.169977,1300.816214,132.2892638,19,13.35344359,7.600755707,19.10613148,122.0853619,0,16.67885826,10.62976466,22.72795185,38.86646727,7,0,19.81396643,12.00131361,27.62661926,4.481455955,3,18.46975823,11.61972162,25.31979485,62.24893151,6,1,12.05065054,6.709120694,17.39218039,1368.363621,16.05845008,9.416104664,22.70079549,383.6280943,2783.006866,1334.181164,89.39372591,12.3,820.8507478,207.7205352,93.48569397,285.650511,160.7735049,845.1695406,244.695136,609.2466215,372.6693623,1206.043188,1300.816214,67,63,44,172,16.88947109,9.678455936,24.10048624,21.85044944,1.357135542,417.7343488,281.169055,-123.251129970951,45.2923589476626,"101_14"
"389",381,2020,"KWCCarter","Carter ","1cls",1,9,18.75,38.1,2.04,10.25,3.13,20.82,6.35,18.1,37.6,18.1,51.86,1,9.89,3.02,9.89,3.02,20.55,6.27,20.55,6.27,9.89,3.02,9.89,3.02,2.38,0.143,0.962,2.26,0.214,47.2,11,110,224,15.4,0.015,0.51,0.218,1.97,1.58,0.665,28.4,5,30,601,58.7,0.049,23.8,3.29,7.13,95.98,53.06,149.03,44107,20.7,65.36,1.35,0.74,0.5,0.74,0.5,11.31,3.45,11.31,3.45,17.4,0.93,60.67,0.51,0.16,0.51,0.16,9.51,2.9,9.51,2.9,1.45,1323.608853,188.8387097,1512.447563,1410,1410,11.85617934,6.20487037,17.50748831,1075.460298,15.77513876,8.987447012,22.56283051,369.4730005,2724.896486,1288.813274,190.4163721,24,13.45905459,7.524293631,19.39381555,177.3942332,0,17.0463285,10.97403964,23.11861736,40.67441111,6,0,19.8414771,11.65206572,28.03088848,4.113229762,3,18.21454457,11.02583565,25.4032535,71.02334483,4,1,11.99035127,6.28789014,17.6928124,1167.326794,16.03058225,8.988412022,23.07275247,391.9806486,2817.220041,1328.292474,107.6409368,15,837.12135,212.4180046,96.1570488,291.8618005,162.2799021,869.0215406,252.8732095,608.8330513,361.4399611,1207.069385,1288.813274,67,63,44,172,17.05097217,9.460382449,24.64156189,22.40538377,6.329180044,418.3468329,287.7485708,-123.167622375972,44.9598139278417,"3309"
"390",382,2020,"KWCCarter","Carter ","1cls",2,9,17.3,34.85,2.01,9.45,2.88,19.04,5.81,17,34.2,17,50.29,1,9.29,2.83,9.29,2.83,18.69,5.7,18.69,5.7,9.29,2.83,9.29,2.83,2.27,0.16,0.983,2.53,0.234,50,10,97,211,14.5,0.015,0.51,0.347,2.61,1.6,0.597,26.6,6,33,488,47.2,0.039,23.6,3.34,7.5,95.12,48.63,143.75,44107,17.3,75.95,1.31,0.72,0.48,0.72,0.48,9.45,2.88,9.45,2.88,16.8,0.98,66.73,0.53,0.16,0.53,0.16,9.18,2.8,9.18,2.8,1.35,1188.830128,178.516129,1367.346257,1410,1410,11.85617934,6.20487037,17.50748831,1075.460298,15.77513876,8.987447012,22.56283051,369.4730005,2724.896486,1288.813274,190.4163721,24,13.45905459,7.524293631,19.39381555,177.3942332,0,17.0463285,10.97403964,23.11861736,40.67441111,6,0,19.8414771,11.65206572,28.03088848,4.113229762,3,18.21454457,11.02583565,25.4032535,71.02334483,4,1,11.99035127,6.28789014,17.6928124,1167.326794,16.03058225,8.988412022,23.07275247,391.9806486,2817.220041,1328.292474,107.6409368,15,837.12135,212.4180046,96.1570488,291.8618005,162.2799021,869.0215406,252.8732095,608.8330513,361.4399611,1207.069385,1288.813274,67,63,44,172,17.05097217,9.460382449,24.64156189,22.40538377,6.329180044,418.3468329,287.7485708,-123.167622375972,44.9598139278417,"3309"
"391",383,2020,"KWCCarter","Carter ","1cls",3,9,19.25,38.6,2.02,10.52,3.21,21.09,6.43,17.7,37.7,17.7,53.05,1,9.67,2.95,9.67,2.95,20.6,6.28,20.6,6.28,9.67,2.95,9.67,2.95,2.44,0.164,0.888,2.68,0.214,43,11,106,223,13.1,0.015,0.54,0.354,2.28,1.78,0.672,25.8,4,32,583,54.2,0.049,23.5,3.35,7.35,65.61,53.56,119.17,44107,21.3,75.02,1.6,0.87,0.59,0.87,0.59,11.64,3.55,11.64,3.55,18.2,1.04,64.87,0.57,0.17,0.57,0.17,9.95,3.03,9.95,3.03,1.54,1192.039145,174,1366.039145,1410,1410,11.85617934,6.20487037,17.50748831,1075.460298,15.77513876,8.987447012,22.56283051,369.4730005,2724.896486,1288.813274,190.4163721,24,13.45905459,7.524293631,19.39381555,177.3942332,0,17.0463285,10.97403964,23.11861736,40.67441111,6,0,19.8414771,11.65206572,28.03088848,4.113229762,3,18.21454457,11.02583565,25.4032535,71.02334483,4,1,11.99035127,6.28789014,17.6928124,1167.326794,16.03058225,8.988412022,23.07275247,391.9806486,2817.220041,1328.292474,107.6409368,15,837.12135,212.4180046,96.1570488,291.8618005,162.2799021,869.0215406,252.8732095,608.8330513,361.4399611,1207.069385,1288.813274,67,63,44,172,17.05097217,9.460382449,24.64156189,22.40538377,6.329180044,418.3468329,287.7485708,-123.167622375972,44.9598139278417,"3309"
"392",384,2020,"KWCCarter","Carter ","NoThin",1,9,16.75,30.7,1.83,9.15,2.79,16.78,5.12,14.1,27.7,27.7,0,1.96,7.7,2.35,7.7,2.35,15.14,4.62,15.14,4.62,15.14,4.62,15.14,4.62,2.19,0.174,0.882,2.98,0.256,57.4,10,81,190,16.1,0.018,0.41,0.31,2.39,1.74,0.666,29.2,4,26,352,52.1,0.052,22.9,3.17,8.7,80.73,52.46,133.19,44107,27.2,63.24,1.72,0.94,0.63,0.94,0.63,14.86,4.53,14.86,4.53,14,0.8,64.31,0.44,0.13,0.44,0.13,7.65,2.33,7.65,2.33,2.14,1464.805613,170.7741935,1635.579806,1410,1410,11.85617934,6.20487037,17.50748831,1075.460298,15.77513876,8.987447012,22.56283051,369.4730005,2724.896486,1288.813274,190.4163721,24,13.45905459,7.524293631,19.39381555,177.3942332,0,17.0463285,10.97403964,23.11861736,40.67441111,6,0,19.8414771,11.65206572,28.03088848,4.113229762,3,18.21454457,11.02583565,25.4032535,71.02334483,4,1,11.99035127,6.28789014,17.6928124,1167.326794,16.03058225,8.988412022,23.07275247,391.9806486,2817.220041,1328.292474,107.6409368,15,837.12135,212.4180046,96.1570488,291.8618005,162.2799021,869.0215406,252.8732095,608.8330513,361.4399611,1207.069385,1288.813274,67,63,44,172,17.05097217,9.460382449,24.64156189,22.40538377,6.329180044,418.3468329,287.7485708,-123.167622375972,44.9598139278417,"3309"
